	Text	Topic	TextSrcInre	Para_No	ADU_Type	labelValue	Features
3887	Therefore, I finally realized that I should learn to make a plan before I spend my money, and that did influence me in my life now.	Parents can help their teenage children prepare for adult life	Therefore, I finally realized that I should learn to make a plan before I spend my money, and that did influence me in my life now.	2.0	ADU	3	Transition , Body
6057	For instance, through taking part in a sport, students can understand team spirit and learn lessons about teamwork skills.	Schools should only teach children the academic subject	For instance, through taking part in a sport, students can understand team spirit and learn lessons about teamwork skills.	3.0	ADU	3	Transition , Body
4008	However, other people visit museums are the most boring expirience of a trip.	Reasons why travelers visit Museums?	However, other people visit museums are the most boring expirience of a trip.	3.0	ADU	2	Rebuttal , Body
2222	Obviously these events gather people and their nationalist pride feeling is increased.	Popular events are essential	Obviously these events gather people and their nationalist pride feeling is increased.	2.0	ADU	3	Prompt , Body
3569	Therefore, if you want to get brilliant achievements such as going to college, acing your school's final tests, you should consider learning to work on your own.	Work in team or independently	Therefore, if you want to get brilliant achievements such as going to college, acing your school's final tests, you should consider learning to work on your own.	2.0	ADU	2	Transition , Body
5505	Even simple issues in our daily life like homework require accuracy.	Extraordinarily cautious is important since rough work is intolerable	Even simple issues in our daily life like homework require accuracy.	2.0	ADU	3	Elaboration , Body
5568	Capitalism enfranchised people's right to own properties, and consequently, their rights to use them.	Drivers have to pay a fee for driving in Rush Hour	Capitalism enfranchised people's right to own properties, and consequently, their rights to use them.	2.0	ADU	3	Elaboration , Body
5738	Having knowledge about other countries and their languages lead to extend the child's vision.	Is it necessary for children or not?	Having knowledge about other countries and their languages lead to extend the child's vision.	3.0	ADU	3	Elaboration , Body
890	This, in turn, enhances relationship and promotes international business.	Influence of English - advantages outweigh the disadvantages	This, in turn, enhances relationship and promotes international business.	2.0	ADU	3	Transition , Body
3702	Therefore, he may have to rent a house and the rental would become a burden for parents.	Learning to be independent is essential for young adults	Therefore, he may have to rent a house and the rental would become a burden for parents.	3.0	ADU	3	Elaboration , Body
1815	On the other hand, a person has to unite with other people in the community so as to develop their nation.	Citizen's only responsibility is to pay taxes	On the other hand, a person has to unite with other people in the community so as to develop their nation.	3.0	ADU	3	Transition , Body
2911	Why people visit museums?	Why people visit museums?	Why people visit museums?	0.0	Non-ADU	0	Prompt , Introduction
2773	Facebook or Yahoo have been the entertaining websites, however, they are the reasons why people cannot concentrate on their job.	Computers have made it possible for office workers to do their work	Facebook or Yahoo have been the entertaining websites, however, they are the reasons why people cannot concentrate on their job.	3.0	ADU	3	Elaboration , Body
3137	Daily exercise will help also to develop children's brain function.	Physical exercise should be required part of every school day	Daily exercise will help also to develop children's brain function.	3.0	ADU	2	Transition , Body
5509	Certainly it may take time to keep up with the others if w need to review our work multiple times, but with consistent work soon enough we'll be able to bring up our speed in completion of work.	Extraordinarily cautious is important since rough work is intolerable	Certainly it may take time to keep up with the others if w need to review our work multiple times, but with consistent work soon enough we'll be able to bring up our speed in completion of work.	2.0	ADU	3	Transition , Body
4314	Similarly, how can we live safely and joyfully when our home is devastated by, ironically, by ourselves?	Environmental protection vs Economic developments	Similarly, how can we live safely and joyfully when our home is devastated by, ironically, by ourselves?	5.0	Non-ADU	0	Transition , Conclusion
2212	At schools, students' development has been orchestrated stage by stage, step by step by experienced teachers, and their acquisition of knowledge is guided and backed up in a systematic way.	Teachers lesson vs other sources	At schools, students' development has been orchestrated stage by stage, step by step by experienced teachers, and their acquisition of knowledge is guided and backed up in a systematic way.	3.0	ADU	3	Prompt , Body
3850	I think TV programs are among the popular topics in every day talk as well as a great time for gathering.	Television destroys communication among friends and family	I think TV programs are among the popular topics in every day talk as well as a great time for gathering.	1.0	ADU	1	Thesis , Introduction
2789	If professors spend a lot of time on research, he will cut the time on preparing courses is reduced, which may decrease the quality of classes.	The precondition of doing research by professors	If professors spend a lot of time on research, he will cut the time on preparing courses is reduced, which may decrease the quality of classes.	2.0	ADU	3	Elaboration , Body
4191	For its accessible and containing fancy programs, television attracts audiences from a wide range of age and background.	Should parents limit their children watching TV to make them do well in school?	For its accessible and containing fancy programs, television attracts audiences from a wide range of age and background.	1.0	Non-ADU	0	Elaboration , Introduction
1055	There are various reasons why I maintain this viewpoint, and among those reasons are two important ones.	People will spend less time on cooking food	There are various reasons why I maintain this viewpoint, and among those reasons are two important ones.	1.0	Non-ADU	0	Transition , Introduction
5952	Being competitive leads them to success, but could also restrict them in many ways.	Sense of cooperation	Being competitive leads them to success, but could also restrict them in many ways.	2.0	ADU	3	Transition , Body
2111	In contrast, it is really joyful for me that I can immerse in the joy of the victory and accomplishment.	Living in a higher pace is better	In contrast, it is really joyful for me that I can immerse in the joy of the victory and accomplishment.	4.0	ADU	3	Transition , Body
1719	This fairy tale turns out to be true thanks to technical and internet advances.	The Internet is an adequate source of academic information	This fairy tale turns out to be true thanks to technical and internet advances.	3.0	ADU	3	Prompt , Body
1599	In fact, some hooligans were so excited that they took part in motor racing or using fireworks illegally.	Roles of international sports events	In fact, some hooligans were so excited that they took part in motor racing or using fireworks illegally.	3.0	ADU	3	Elaboration , Body
3711	To sum up, living with parents longer brings about memories with parents, less cost, and advice from parents.	Learning to be independent is essential for young adults	To sum up, living with parents longer brings about memories with parents, less cost, and advice from parents.	5.0	ADU	2	Conclusion , Conclusion
55	To conclude, I strongly believe that the tourism has created threatening pressure on both the sociocultural and natural environments.	International tourism is now more common than ever before	To conclude, I strongly believe that the tourism has created threatening pressure on both the sociocultural and natural environments.	4.0	ADU	1	Conclusion , Conclusion
6296	Way to reduce the amount of traffic?	Way to reduce the amount of traffic?	Way to reduce the amount of traffic?	0.0	Non-ADU	0	Prompt , Introduction
4628	However, I am inclined to believe that being present at classes seems a wiser option.	Students should attend to classes or it should be optional?	However, I am inclined to believe that being present at classes seems a wiser option.	1.0	ADU	1	Rebuttal , Introduction
4805	Moreover, bachelors can earn lots of money by working in other fields due to their knowledge.	Universities require students to study many subjects or specialize in one subject	Moreover, bachelors can earn lots of money by working in other fields due to their knowledge.	4.0	ADU	3	Transition , Body
864	"Should teenagers learn all school subjects/focus on one subject

Presently, it is commonly accepted that students have to learn over eight subjects in school."	Should teenagers learn all school subjects/focus on one subject	"Should teenagers learn all school subjects/focus on one subject

Presently, it is commonly accepted that students have to learn over eight subjects in school."	0.0	Non-ADU	0	Suggestion , Body
5994	In my opinion, a balance between personal and professional life should be created by restricting maximum number of working hours.	Working Extended hours should restricted	In my opinion, a balance between personal and professional life should be created by restricting maximum number of working hours.	1.0	ADU	1	Elaboration , Introduction
876	This is probably because students can devote more time and efforts in one subject and reduce pressure from other subjects.	Should teenagers learn all school subjects/focus on one subject	This is probably because students can devote more time and efforts in one subject and reduce pressure from other subjects.	3.0	ADU	3	Prompt , Body
4718	First, dancing are significant part of culture that could show to something that people believe.	Dancing plays an important role in a culture.	First, dancing are significant part of culture that could show to something that people believe.	2.0	ADU	3	Prompt , Body
6455	I personally suppose that no matter how widely they are spoken, every language should be protected from being disappeared.	Languages' extinction, discuss both views	I personally suppose that no matter how widely they are spoken, every language should be protected from being disappeared.	1.0	ADU	1	Elaboration , Introduction
2377	Next, students should obtain knowledge from a variety of academic fields.	High schools must be responsible for their future with well-planned curriculum	Next, students should obtain knowledge from a variety of academic fields.	3.0	ADU	3	Suggestion , Body
2768	Each office has its rules that keep workers do their job as effectively as possible.	Computers have made it possible for office workers to do their work	Each office has its rules that keep workers do their job as effectively as possible.	2.0	ADU	3	Prompt , Body
2538	I think single people should live with a roommate, if they want to enjoy their lives.	Living with a roommate is better than Living alone	I think single people should live with a roommate, if they want to enjoy their lives.	5.0	Non-ADU	0	Elaboration , Conclusion
4478	As far as I am concerned, having a large scale of different knowledge is the key to success.	Whether it is better to have broad knowledge or not	As far as I am concerned, having a large scale of different knowledge is the key to success.	1.0	ADU	1	Prompt , Introduction
1507	This is because following fashion trends enables people to keep up with the world's latest transformations, which is of vital importance if we consider the fact that people are living in a global village today.	should one follow fashion trends rather than a personal style?	This is because following fashion trends enables people to keep up with the world's latest transformations, which is of vital importance if we consider the fact that people are living in a global village today.	2.0	ADU	2	Prompt , Body
6655	Collectively, the benefits of education can make a man, a society and a developed country.	Education plays an important role in the socioeconomic status of a country	Collectively, the benefits of education can make a man, a society and a developed country.	3.0	ADU	2	Prompt , Body
4564	Also, when there is a dinner with friends, some people do not have a fluid conversation because the television is again in between them.	TV has adverse effects on friends and family	Also, when there is a dinner with friends, some people do not have a fluid conversation because the television is again in between them.	3.0	ADU	3	Transition , Body
4771	They bring a lot of advantages and benefits for students and also affect their future in a positive way.	Financial support for sports and social activities	They bring a lot of advantages and benefits for students and also affect their future in a positive way.	5.0	ADU	2	Elaboration , Conclusion
1616	In conclusion, if children take part in some kind of paid work with their parents' permission, they can learn lively lessons and become mature and responsible.	Children engagement in paid work	In conclusion, if children take part in some kind of paid work with their parents' permission, they can learn lively lessons and become mature and responsible.	5.0	ADU	1	Transition , Conclusion
1612	To keep their jobs, children will have to try their best to finish their duties.	Children engagement in paid work	To keep their jobs, children will have to try their best to finish their duties.	3.0	ADU	3	Prompt , Body
6598	Secondly, cost of living in the big city is extremely expensive, so this problem impresses some people who live under the poverty line to do anything to pay their basic needs.	Do guns can really increase the level of violence?	Secondly, cost of living in the big city is extremely expensive, so this problem impresses some people who live under the poverty line to do anything to pay their basic needs.	3.0	ADU	3	MainIdea , Body
270	I agree with that idea that television devastate families ties.	Television is the culprit for destroying communication between friends & family	I agree with that idea that television devastate families ties.	1.0	ADU	1	Thesis , Introduction
5412	For example, because applying to study abroad needs a lot of money, I am working in two organization to gain more salary.	More important to work quickly and risk making mistakes	For example, because applying to study abroad needs a lot of money, I am working in two organization to gain more salary.	3.0	ADU	3	Support , Body
5989	"Working Extended hours should restricted

Working longer hours is becoming prevalent in these days."	Working Extended hours should restricted	"Working Extended hours should restricted

Working longer hours is becoming prevalent in these days."	0.0	Non-ADU	0	Suggestion , Body
4172	For example, my father is a software programmer, and he indeed teaches me a lot in programming and some computer knowledge.	Choosing the job that is similar to parents' jobs could benefit to one's career	For example, my father is a software programmer, and he indeed teaches me a lot in programming and some computer knowledge.	2.0	ADU	3	Elaboration , Body
2751	In my point of view, computers brought convenience and easiness to our life since they enabled easier access to information and increased qualities of the communication.	Computers have made life easier	In my point of view, computers brought convenience and easiness to our life since they enabled easier access to information and increased qualities of the communication.	1.0	ADU	1	Elaboration , Introduction
3141	Having children in the daily exercise routine from an early age will teach them the important value of having physical activity in their every day routine.	Physical exercise should be required part of every school day	Having children in the daily exercise routine from an early age will teach them the important value of having physical activity in their every day routine.	4.0	ADU	2	Elaboration , Body
4973	I will give reasons to support my opinion.	Learning a foreign language in my own country or another country	I will give reasons to support my opinion.	1.0	Non-ADU	0	Elaboration , Introduction
1481	For instance, I have a neighbor who are old, black skin and frown and I had always panicked of her.	Best way to judge about people is to be familiar with their personality - not with their look	For instance, I have a neighbor who are old, black skin and frown and I had always panicked of her.	3.0	ADU	3	Transition , Body
2416	This point has some merits on the surface; however, many countries such as Canada, the USA, and British have many restaurants which serve many foods form different countries and cultures.	Opinions regarding world culture	This point has some merits on the surface; however, many countries such as Canada, the USA, and British have many restaurants which serve many foods form different countries and cultures.	4.0	ADU	3	Transition , Body
117	That's not enough, for higher education, which represent the cutting edge of a country's academic achievements, act as the vanguard in economic and social advance.	Government budget focus, young children or university?	That's not enough, for higher education, which represent the cutting edge of a country's academic achievements, act as the vanguard in economic and social advance.	3.0	ADU	3	Elaboration , Body
5596	Actually, some questionnaires indicate that if students have taken part-time jobs, they will make the best use of their time to prepare their future and more importantly; they will not expect too much for their future than students who have not taken the part-time job.	The part-time job can let students experience the real adult life and know more about it	Actually, some questionnaires indicate that if students have taken part-time jobs, they will make the best use of their time to prepare their future and more importantly; they will not expect too much for their future than students who have not taken the part-time job.	3.0	ADU	3	Elaboration , Body
530	Although it has undeniable effects on the economics of the world; it has side effects which make it a controversial issue.	Effects of globalization	Although it has undeniable effects on the economics of the world; it has side effects which make it a controversial issue.	1.0	Non-ADU	0	Prompt , Introduction
3085	Thus the plan of renewable resources of energy may face challenges in that not every country can afford the reforming.	Fossil fuels will soon be replaced?	Thus the plan of renewable resources of energy may face challenges in that not every country can afford the reforming.	2.0	ADU	3	Transition , Body
3133	In addition, including exercise in children's daily routine, it is a good way to teach them the importance of physical activity from an early age.	Physical exercise should be required part of every school day	In addition, including exercise in children's daily routine, it is a good way to teach them the importance of physical activity from an early age.	1.0	ADU	2	Transition , Introduction
4503	The other reason is that great success requires taking great risks.	Successful people try new things and take risks	The other reason is that great success requires taking great risks.	1.0	ADU	2	Prompt , Introduction
3961	Should professors doing more research or educating students more?	Should professors doing more research or educating students more?	Should professors doing more research or educating students more?	0.0	Non-ADU	0	Prompt , Introduction
6760	Modern devices also assist the scientists to study the ancient societies much more deeply, hence discovering more cultural traces.	Modern technology has impacted the traditional cultures in both negative and positive ways	Modern devices also assist the scientists to study the ancient societies much more deeply, hence discovering more cultural traces.	3.0	ADU	3	Transition , Body
5128	In addition, the learning with a teacher makes us bear more burdens of studies cause they assign us homework, Nevertheless, I prefer to learn with a teacher rather than learn by myself.	Learning with a teacher is more efficient than by myself.	In addition, the learning with a teacher makes us bear more burdens of studies cause they assign us homework, Nevertheless, I prefer to learn with a teacher rather than learn by myself.	1.0	ADU	1	Transition , Introduction
543	First of all, schools offer to students a good environment with experienced professors and high quality programs for studying.	Study at school or get a job?	First of all, schools offer to students a good environment with experienced professors and high quality programs for studying.	2.0	ADU	3	Transition , Body
3962	Although professors in a university are basically teachers who do the most important thing, teaching, we cannot ignore one more influential aspect that they are always busy with, doing research.	Should professors doing more research or educating students more?	Although professors in a university are basically teachers who do the most important thing, teaching, we cannot ignore one more influential aspect that they are always busy with, doing research.	1.0	Non-ADU	0	Elaboration , Introduction
2553	When they are around the active smokers, they will inhale hazardous smoke.	Smoking should not be permitted in restaurants	When they are around the active smokers, they will inhale hazardous smoke.	4.0	ADU	3	Elaboration , Body
1542	When huge injection campaigns are organized throughout our country, the community's health state will be improved remarkably.	Prevention is better than cure	When huge injection campaigns are organized throughout our country, the community's health state will be improved remarkably.	3.0	ADU	3	Elaboration , Body
4167	Travelling, social life and employment are highly dependent on the flexibility of a person and there is nothing in the world that makes more flexible than an own car.	People are now able to overcome long distances in a short amount of time	Travelling, social life and employment are highly dependent on the flexibility of a person and there is nothing in the world that makes more flexible than an own car.	5.0	ADU	1	Transition , Conclusion
6393	Many researchers have convinced that many kinds of vegetable contain antioxydant which can prevent cancer.	Vegetarianism - why some people are choosing to become vegetarian?	Many researchers have convinced that many kinds of vegetable contain antioxydant which can prevent cancer.	2.0	ADU	3	Elaboration , Body
3879	"Parents can help their teenage children prepare for adult life

Nowadays, the society has become exceedingly competitive than ever before, parents have the responsibilitis to teach their children to survive and to be indepedent from them, just as animals teach their offspring skills of finding foods."	Parents can help their teenage children prepare for adult life	"Parents can help their teenage children prepare for adult life

Nowadays, the society has become exceedingly competitive than ever before, parents have the responsibilitis to teach their children to survive and to be indepedent from them, just as animals teach their offspring skills of finding foods."	0.0	Non-ADU	0	Elaboration , Body
1225	In my opinion, this viewpoint needs to be examined thoroughly and this essay will discuss this issue.	Several languages are in danger of extinction	In my opinion, this viewpoint needs to be examined thoroughly and this essay will discuss this issue.	1.0	Non-ADU	0	Elaboration , Introduction
4273	However, some people might argue that parents shouldn't put so much stress on children, since learning too many skills seems to be a burden for them.	Should we require our young children to learn music and art	However, some people might argue that parents shouldn't put so much stress on children, since learning too many skills seems to be a burden for them.	4.0	ADU	2	Rebuttal , Body
1867	However, I do not agree that this explosion in technology will 'innovate' the education system, by replacing teachers with computers.	There will be soon no role for teachers in classrooms	However, I do not agree that this explosion in technology will 'innovate' the education system, by replacing teachers with computers.	1.0	ADU	1	Thesis , Introduction
5236	During those vacations i used to analyze my performance in latest examination and used to go through those question or concept again to avoid making same mistakes.	One long vacation or several long vacation	During those vacations i used to analyze my performance in latest examination and used to go through those question or concept again to avoid making same mistakes.	3.0	ADU	3	Elaboration , Body
1646	Interestingly, for some of them it proved to be a profitable job.	University education is needed for success	Interestingly, for some of them it proved to be a profitable job.	3.0	ADU	3	Elaboration , Body
1946	From all analysis suggested above, professional athletes and singers are overpaid in terms of their contributions.	Whether athletes and singers are overpaid?	From all analysis suggested above, professional athletes and singers are overpaid in terms of their contributions.	4.0	ADU	1	Prompt , Conclusion
3608	For example, at school, students have breaks every class so that they can relax for a few minutes and prepare for the next class.	People should have hobbies and do physical activities	For example, at school, students have breaks every class so that they can relax for a few minutes and prepare for the next class.	3.0	ADU	3	Transition , Body
2495	In general, the increase in the average age of human from 50 to around 75 years through last decades is a strong evidence to show how successful human was in medicine.	Do you believe that elderly people used to live in a better world?	In general, the increase in the average age of human from 50 to around 75 years through last decades is a strong evidence to show how successful human was in medicine.	3.0	ADU	2	Elaboration , Body
5810	Therefore, government should spend money on preservation of old buildings.	The city which I enjoy the most is a combination of history and modernity	Therefore, government should spend money on preservation of old buildings.	5.0	ADU	1	Conclusion , Conclusion
1989	Also the laboratory of physics and chemistry was in bad condition, so the students can't study well during the classes.	New high school	Also the laboratory of physics and chemistry was in bad condition, so the students can't study well during the classes.	2.0	ADU	3	Transition , Body
6252	In other words, that they are aware of their deteriorating health and lack of enthusiasm comes with their taste for monotony and safe ideology.	Old and young workers	In other words, that they are aware of their deteriorating health and lack of enthusiasm comes with their taste for monotony and safe ideology.	3.0	ADU	3	Elaboration , Body
2172	Every day, people cannot pass the day without stay in front of computer or using it.	Nowadays human activities are influenced by computer use	Every day, people cannot pass the day without stay in front of computer or using it.	4.0	ADU	2	Prompt , Conclusion
1278	"Economic development vs environment

Currently, a great number of countries have pushed forward their economies by developing national industries."	Economic development vs environment	"Economic development vs environment

Currently, a great number of countries have pushed forward their economies by developing national industries."	0.0	Non-ADU	0	Prompt , Introduction
3725	Besides, researchers need the zoo to pick up some examples of animals for their researches because it has diverse species of animals.	Do you agree or disagree with the statement that a zoo has no useful purpose	Besides, researchers need the zoo to pick up some examples of animals for their researches because it has diverse species of animals.	2.0	ADU	3	Transition , Body
2668	These days, millions of people can travel around the world for work or pleasure.	Cheap air travel should be encouraged?	These days, millions of people can travel around the world for work or pleasure.	2.0	ADU	3	Prompt , Body
6024	And there are always people purchase particular products swayed by advertising which makes it a trend to follow for other people who is unnecessarily need it.	Advertising impact on people's choice of consumption	And there are always people purchase particular products swayed by advertising which makes it a trend to follow for other people who is unnecessarily need it.	2.0	ADU	3	Transition , Body
4379	You cannot prepare for it without any study and Rely on your luck, even if you be a very lucky.	What's more important: hard work or luck?	You cannot prepare for it without any study and Rely on your luck, even if you be a very lucky.	3.0	ADU	3	Prompt , Body
1948	"Computers replace human teachers

With the number of technological advances growing apace, it is generally believed that Internet and computers will supplant the traditional role of teachers in a not too distant future."	Computers replace human teachers	"Computers replace human teachers

With the number of technological advances growing apace, it is generally believed that Internet and computers will supplant the traditional role of teachers in a not too distant future."	0.0	Non-ADU	0	Transition , Introduction
5119	I still remembered the experience of being an assistant in one of my professor's research project.	Professors should do more research or teach students?	I still remembered the experience of being an assistant in one of my professor's research project.	4.0	ADU	3	Elaboration , Body
4655	Telephones and email make me feel personal because I could directly connect with people that I love.	Telephones and emails have made personal communication less required	Telephones and email make me feel personal because I could directly connect with people that I love.	4.0	ADU	2	Prompt , Conclusion
1326	Thus zoos are needed to keep the nature balanced.	Keeping animals in zoos	Thus zoos are needed to keep the nature balanced.	3.0	ADU	3	Transition , Body
5138	knowledge may be thereby better improved and strengthened.	Learning with a teacher is more efficient than by myself.	knowledge may be thereby better improved and strengthened.	3.0	ADU	3	Elaboration , Body
4000	If you want to stay healthy, be yourself and spend time with your family and friends, then you should spend less time watching these media.	Television and Movies influence our lives both negatively and positively	If you want to stay healthy, be yourself and spend time with your family and friends, then you should spend less time watching these media.	5.0	Non-ADU	0	Suggestion , Conclusion
5541	Otherwise, another vital reason why new building construction deserves more governmental investment lies in the fact that it requires far more resource compare to old building preservation.	New building construction hold the right to gain more money from government	Otherwise, another vital reason why new building construction deserves more governmental investment lies in the fact that it requires far more resource compare to old building preservation.	3.0	ADU	2	MainIdea , Rebuttal
4776	First of all, everybody would like to know what is going on around the world in their everyday lives.	The internet provides a lot of valuable information	First of all, everybody would like to know what is going on around the world in their everyday lives.	2.0	ADU	2	Transition , Body
5453	Money should spend on facilities in school or update resources, which are beneficial to school rather than just instructors.	I'm against providing more money to professors	Money should spend on facilities in school or update resources, which are beneficial to school rather than just instructors.	1.0	ADU	1	Suggestion , Introduction
1200	Thus good exercises can often successfully alleviating one's heavy burdens.	The best way to relax is by exercises	Thus good exercises can often successfully alleviating one's heavy burdens.	3.0	ADU	3	Transition , Body
2734	Electrical engineering deals with problems concerning electricity supply.	Small town vs. Big city (opportunities, entertainment, job places)	Electrical engineering deals with problems concerning electricity supply.	2.0	ADU	3	Elaboration , Body
5617	Despite these problems, personally, I would prefer to have my own job.	Work for themselves vs work for employer	Despite these problems, personally, I would prefer to have my own job.	1.0	ADU	1	Elaboration , Introduction
2061	I am the kind of person who has only one or two close friends, and I am fully content that I have such nice friends.	One or two close friends vs. a large number of casual acquaintances	I am the kind of person who has only one or two close friends, and I am fully content that I have such nice friends.	4.0	Non-ADU	0	Prompt , Conclusion
4004	The first reason why people are willing to visit museums when they travel to a new territory is that museums provide a tremendous amount of information about different aspects of the history and culture of that place, as I said back.	Reasons why travelers visit Museums?	The first reason why people are willing to visit museums when they travel to a new territory is that museums provide a tremendous amount of information about different aspects of the history and culture of that place, as I said back.	2.0	ADU	2	Elaboration , Body
5180	From the discussed above, we can easily draw the conclusion that the classroom learning is the best way to provide education for these reasons.	Classroom learnng vs online education	From the discussed above, we can easily draw the conclusion that the classroom learning is the best way to provide education for these reasons.	6.0	ADU	1	Conclusion , Conclusion
3828	How can the comtemporary scientists study the earth's gravity without the apple which fall on Newton's head.	Success and knowledge	How can the comtemporary scientists study the earth's gravity without the apple which fall on Newton's head.	4.0	ADU	3	Elaboration , Body
2195	They lack food, water or clothes which keep them warm, not to mention the education needs.	International aid	They lack food, water or clothes which keep them warm, not to mention the education needs.	2.0	ADU	3	Elaboration , Body
5326	Additionally, mostly university has taken whole day for the lectures.	Going to classes should be optional for the students	Additionally, mostly university has taken whole day for the lectures.	3.0	ADU	3	Elaboration , Body
6353	As this shows, smoking restrictions has successfully daunted public from this bad puffing that put less strain on country's healthcare systems.	Smoking should be made prohibited in public places	As this shows, smoking restrictions has successfully daunted public from this bad puffing that put less strain on country's healthcare systems.	3.0	ADU	3	Prompt , Body
5835	This is also one salient prove that the development of technology was a very positive.	Technology impact on people	This is also one salient prove that the development of technology was a very positive.	2.0	ADU	3	Transition , Body
6162	The provision of direct airlines makes it possible for them to travel conveniently and comfortably.	Problems and benefits of international tourism	The provision of direct airlines makes it possible for them to travel conveniently and comfortably.	4.0	ADU	3	Elaboration , Body
4302	Just like a man that needs a healthy body, all the living creatures as a whole needs a strong planet as well.	Environmental protection vs Economic developments	Just like a man that needs a healthy body, all the living creatures as a whole needs a strong planet as well.	2.0	ADU	3	Elaboration , Body
1713	Moreover, with the use of the Internet, distance and time seem to be no more a hindrance.	The Internet is an adequate source of academic information	Moreover, with the use of the Internet, distance and time seem to be no more a hindrance.	2.0	ADU	3	Transition , Body
509	In summary, even though some people claim the convenience of automobile, I would state that alternative forms of transport and international laws on controlling automobiles are necessary due to the environmental protection and the alleviation of traffic congestion.	Alternative forms of transport to alleviate traffic congestion	In summary, even though some people claim the convenience of automobile, I would state that alternative forms of transport and international laws on controlling automobiles are necessary due to the environmental protection and the alleviation of traffic congestion.	5.0	ADU	1	Transition , Conclusion
3729	Furthermore, we can do artificial insemenation to maintain nearly extinct wildlife.	Do you agree or disagree with the statement that a zoo has no useful purpose	Furthermore, we can do artificial insemenation to maintain nearly extinct wildlife.	3.0	ADU	3	Transition , Body
2897	"Overemphasizing on personal lives of famous people by media

As a mass media majoring student, I think that it's true that media is overemphasizing the personal lives of famous people in this modern society."	Overemphasizing on personal lives of famous people by media	"Overemphasizing on personal lives of famous people by media

As a mass media majoring student, I think that it's true that media is overemphasizing the personal lives of famous people in this modern society."	0.0	ADU	1	Thesis , Body
3432	Should students be required to attend classes?	Should students be required to attend classes?	Should students be required to attend classes?	0.0	Non-ADU	0	Prompt , Introduction
2606	Overall, both of those view have strong arguments: the need for housing or the expense of restoration contrast with our desire to conserve culture and attract tourism.	Old buildings should be preserved	Overall, both of those view have strong arguments: the need for housing or the expense of restoration contrast with our desire to conserve culture and attract tourism.	4.0	Non-ADU	0	Transition , Introduction
5442	And all this is due to that the university don't permit them to attend the class.	It is not necessary for university students to attend classes	And all this is due to that the university don't permit them to attend the class.	3.0	ADU	3	Elaboration , Body
1398	"Use of CCTV cameras

Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances."	Use of CCTV cameras	"Use of CCTV cameras

Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances."	0.0	Non-ADU	0	Prompt , Introduction
588	It will help people around the world understand each other more.	International sporting occasions help to ease international tensions	It will help people around the world understand each other more.	1.0	Non-ADU	0	Prompt , Introduction
6493	Indeed, children grow up with two important people, their parents and teachers, and both are important in children's development.	Teacher is the best option for children's education in some aspects	Indeed, children grow up with two important people, their parents and teachers, and both are important in children's development.	1.0	Non-ADU	0	Prompt , Introduction
3157	Thus, would affect their mental and physical health.	Do you think it is good for teenagers to work while schooling?	Thus, would affect their mental and physical health.	2.0	ADU	2	Transition , Body
758	Now, however, students are able to apply for online-courses provided by top-of-the-range universities and colleges worldwide.	Distance-learning vs. attending school in person	Now, however, students are able to apply for online-courses provided by top-of-the-range universities and colleges worldwide.	2.0	ADU	3	Rebuttal , Body
2745	What's more, cities have better medical facilities than in the countryside.	Small town vs. Big city (opportunities, entertainment, job places)	What's more, cities have better medical facilities than in the countryside.	5.0	ADU	2	Elaboration , Body
5820	Young adults will feel reluctant to discuss such problems with their parents if they move out and live on their own, and thus missing the valuable input of their parents.	Young adults preference on how long they should live with their parents before moving out	Young adults will feel reluctant to discuss such problems with their parents if they move out and live on their own, and thus missing the valuable input of their parents.	3.0	ADU	3	Elaboration , Body
3363	To sum up, although supporting art will benefit the human beings and the company in short-term interest, I still hold the environment protection for long-term interest.	Spending money on supporting art or protecting environment	To sum up, although supporting art will benefit the human beings and the company in short-term interest, I still hold the environment protection for long-term interest.	5.0	ADU	2	Transition , Conclusion
559	I tend to agree with this view.	High sales reflect power of advertising and not the real need	I tend to agree with this view.	1.0	Non-ADU	0	Thesis , Introduction
3401	He was living in an illusion that he can solve his financial issues with this lottery.	Luck vs hard work	He was living in an illusion that he can solve his financial issues with this lottery.	3.0	ADU	3	Elaboration , Body
5652	As we were born, parents taught us from the very little things such as how to smile, how to walk to the ordinary routines such as eating.	Parents are our teachers from the very early time in our life	As we were born, parents taught us from the very little things such as how to smile, how to walk to the ordinary routines such as eating.	2.0	ADU	3	Transition , Body
436	This will be proven by analyzing the necessity of developing their education and the real objective of supporters.	Financial aid to develop countries	This will be proven by analyzing the necessity of developing their education and the real objective of supporters.	1.0	Non-ADU	0	Elaboration , Introduction
3840	Space exploration has used as a tools for military power in the cold war.	Nowadays, spending budget on space exploration is not reasonable	Space exploration has used as a tools for military power in the cold war.	3.0	ADU	3	Prompt , Body
6810	"Both can improve their future

Some people believe that studying hard is essential part for children, otherwise others people think that playing sport is waste of time."	Children should studying hard or playing sport? Both can improve their future	"Both can improve their future

Some people believe that studying hard is essential part for children, otherwise others people think that playing sport is waste of time."	0.0	Non-ADU	0	Thesis , Introduction
3086	Besides, although utility companies claim that renewable energy is environmentally friendly; these new forms of energy may not be as clean and green as we think.	Fossil fuels will soon be replaced?	Besides, although utility companies claim that renewable energy is environmentally friendly; these new forms of energy may not be as clean and green as we think.	3.0	ADU	2	Thesis , Body
