	Text	Topic	TextSrcInre	Para_No	ADU_Type	labelValue	Features
5304	To illustrate, every day a massive part of the Rainforest in South America is destroyed to provide wood and farmland.	Human needs vs saving land for endangered animals	To illustrate, every day a massive part of the Rainforest in South America is destroyed to provide wood and farmland.	2.0	ADU	3	Elaboration , Body
3014	This can also help stimulate the local economy.	Establishing a new university in your community	This can also help stimulate the local economy.	3.0	ADU	2	Transition , Body
1412	In short, these cameras can help to provide some form of protection to the workers against the customers.	Use of CCTV cameras	In short, these cameras can help to provide some form of protection to the workers against the customers.	3.0	ADU	2	Transition , Body
4301	Without Earth, whatever great civil constructions and economic achievements will end up in vain because we will all perish as she's gone.	Environmental protection vs Economic developments	Without Earth, whatever great civil constructions and economic achievements will end up in vain because we will all perish as she's gone.	2.0	ADU	3	Elaboration , Body
5901	I totally agree that using of these soft devices have cut much of time people need to see with their relatives.	Modern forms of communication; 'electronic letter'	I totally agree that using of these soft devices have cut much of time people need to see with their relatives.	1.0	ADU	1	Thesis , Introduction
3859	In addition Teenagers can play games online with their friends; therefore we can communicate with each other through TV.	Television destroys communication among friends and family	In addition Teenagers can play games online with their friends; therefore we can communicate with each other through TV.	4.0	ADU	3	Transition , Body
4993	Hence, people will have more ways to go to a place.	One important thing that I want to change about my hometown	Hence, people will have more ways to go to a place.	2.0	ADU	3	Transition , Body
3443	This problem occurs especially if the lecturer is lethargic.	Should students be required to attend classes?	This problem occurs especially if the lecturer is lethargic.	3.0	ADU	3	Transition , Body
4275	If parents push their 5 years old child to play piano 8 hours a day just like a professional performer, that might be too much.	Should we require our young children to learn music and art	If parents push their 5 years old child to play piano 8 hours a day just like a professional performer, that might be too much.	4.0	ADU	3	Elaboration , Body
408	For example, the estate industry will be boosted in order to satisfy the workers' accommodation need.	Influence of large factories	For example, the estate industry will be boosted in order to satisfy the workers' accommodation need.	2.0	ADU	3	Support , Body
3783	What's more, the rapid development in every field nowadays requires precise updates and access to new knowledge.	Businesses had better not employ the workers for the whole of their life	What's more, the rapid development in every field nowadays requires precise updates and access to new knowledge.	2.0	ADU	3	Elaboration , Body
4081	However, I prefer e-mail due to 3 reasons: convenience, honest expression and fluency in communicating.	E-mail or Voice mail Versus Telephone or face to face	However, I prefer e-mail due to 3 reasons: convenience, honest expression and fluency in communicating.	1.0	ADU	1	Rebuttal , Introduction
1407	Thus, it is clear that CCTVs must be put in all workplace so that crime rates can be minimized.	Use of CCTV cameras	Thus, it is clear that CCTVs must be put in all workplace so that crime rates can be minimized.	2.0	ADU	2	Suggestion , Body
1498	To be more specific, a single international language may, to some extent, erode the cultural identity of a nation.	A single international language or not?	To be more specific, a single international language may, to some extent, erode the cultural identity of a nation.	4.0	ADU	2	Prompt , Body
3624	For example, in my country, buses are attributed to the cause of skyrocketing of accidents.	Government should regard investing in building roads as the most important	For example, in my country, buses are attributed to the cause of skyrocketing of accidents.	2.0	ADU	3	Elaboration , Body
3941	Since, some students may get used to simply rewriting solved problems from the blackboard, so they will never try to solve problems on their own.	Students should be required to take regular standardized tests	Since, some students may get used to simply rewriting solved problems from the blackboard, so they will never try to solve problems on their own.	3.0	ADU	3	Solution , Body
3392	If it doesn't work, it would be a great disappointment.	Luck vs hard work	If it doesn't work, it would be a great disappointment.	2.0	ADU	3	Prompt , Body
6395	Although some argue that a meal without meat can lead to a lack of protein intake, it is proved that many kinds of bean such as soy bean or pea are also comparable protein sources.	Vegetarianism - why some people are choosing to become vegetarian?	Although some argue that a meal without meat can lead to a lack of protein intake, it is proved that many kinds of bean such as soy bean or pea are also comparable protein sources.	2.0	ADU	3	Transition , Body
3793	In my opinion, the businesses ought to recruit many workers so as to tackle this aching issue.	Businesses had better not employ the workers for the whole of their life	In my opinion, the businesses ought to recruit many workers so as to tackle this aching issue.	4.0	ADU	2	Elaboration , Body
1042	Universities giving both genders equal opportunities, will prepare them for future challenges and will help in the long run.	Should universities accept equal number of males/females or not	Universities giving both genders equal opportunities, will prepare them for future challenges and will help in the long run.	3.0	ADU	2	Elaboration , Body
1115	Additionally, technology enriches the way of displaying traditional cultural heritage, making it more vivid and appealing.	Technology keeps traditional skills and ways of life alive or not?	Additionally, technology enriches the way of displaying traditional cultural heritage, making it more vivid and appealing.	3.0	ADU	2	Prompt , Body
79	For example, they will get exposed to a different educational system.	Studies abroad and the cultural aspect of the experience	For example, they will get exposed to a different educational system.	3.0	ADU	3	Elaboration , Body
1569	I, for one, agree to this resolution whole-heartedly as it poses advantages to various parties as I shall discuss below.	Jury must have access to criminals' past records	I, for one, agree to this resolution whole-heartedly as it poses advantages to various parties as I shall discuss below.	1.0	Non-ADU	0	Thesis , Introduction
4104	"Television has more bad than good in respect of bonds with family and friends

There are many interesting programs on television which anyone can enjoy at little cost."	Television has more bad than good in respect of bonds with family and friends	"Television has more bad than good in respect of bonds with family and friends

There are many interesting programs on television which anyone can enjoy at little cost."	0.0	Non-ADU	0	Prompt , Introduction
3837	In 20th century, although human being succeeded to achieve out of space by means of new technologies such as rockets, but finding a new place for living in another planet is impossible until now.	Nowadays, spending budget on space exploration is not reasonable	In 20th century, although human being succeeded to achieve out of space by means of new technologies such as rockets, but finding a new place for living in another planet is impossible until now.	2.0	ADU	3	Transition , Body
538	I think it is more likely to solve the problems of the world rather than intensifying them.	Effects of globalization	I think it is more likely to solve the problems of the world rather than intensifying them.	5.0	Non-ADU	0	Elaboration , Conclusion
4538	However, advertising is not the only information source for people.	The advertising is the main cause of unhealthy eating habits	However, advertising is not the only information source for people.	2.0	ADU	3	Rebuttal , Body
6430	Finally, with some of serious criminals, capital punishment is an easy way out.	Capital punishment; 51% countries have polished death penalty	Finally, with some of serious criminals, capital punishment is an easy way out.	4.0	ADU	2	Transition , Body
6209	For example, Indians don't eat beef since they worship cows.	International tourism leads to both - tension and understanding	For example, Indians don't eat beef since they worship cows.	2.0	ADU	3	Elaboration , Body
472	So, it is a normal practice for women to be helpmates in earning money.	Do married women usually work? Why and why not?	So, it is a normal practice for women to be helpmates in earning money.	2.0	ADU	2	Prompt , Body
5597	Therefore, the part-time job can make people understand future life better.	The part-time job can let students experience the real adult life and know more about it	Therefore, the part-time job can make people understand future life better.	3.0	ADU	2	Conclusion , Body
5998	The repercussion are so severe that their families and friends remain deprived off their attention and in the end they end up losing balance between their family and personal life.	Working Extended hours should restricted	The repercussion are so severe that their families and friends remain deprived off their attention and in the end they end up losing balance between their family and personal life.	2.0	ADU	3	Elaboration , Body
1199	This hormone can delight one's mind, creating positive feelings.	The best way to relax is by exercises	This hormone can delight one's mind, creating positive feelings.	3.0	ADU	3	Elaboration , Body
3442	Secondly, some students might learn better at home on their own, for instance, by reading the textbook.	Should students be required to attend classes?	Secondly, some students might learn better at home on their own, for instance, by reading the textbook.	3.0	ADU	2	Transition , Body
4270	They teach us how to appreciate beauty and express feelings in a creative way.	Should we require our young children to learn music and art	They teach us how to appreciate beauty and express feelings in a creative way.	3.0	ADU	3	Elaboration , Body
2917	Secondary, visiting a well-known museum also can broaden our horizon.	Why people visit museums?	Secondary, visiting a well-known museum also can broaden our horizon.	3.0	ADU	2	Transition , Body
4407	"Working at home vs Working in a company

Due to the convenience of current technology, people can do their works everywhere as long as they have the equipment around them."	Working at home vs Working in a company	"Working at home vs Working in a company

Due to the convenience of current technology, people can do their works everywhere as long as they have the equipment around them."	0.0	Non-ADU	0	Elaboration , Body
2042	"One or two close friends vs. a large number of casual acquaintances

There is no need for me to put any emphasis on the advantage of having a large number of casual acquaintance."	One or two close friends vs. a large number of casual acquaintances	"One or two close friends vs. a large number of casual acquaintances

There is no need for me to put any emphasis on the advantage of having a large number of casual acquaintance."	0.0	Non-ADU	0	Transition , Introduction
5192	When my boss was out of the shop, i had to manage the accounts section of the shop.	Part time job for teenage students	When my boss was out of the shop, i had to manage the accounts section of the shop.	2.0	ADU	3	Elaboration , Body
534	Developing globalization, people can have more access to many natural resources of the world and it leads to increasing the pace of scientific and economic promotions of the entire world.	Effects of globalization	Developing globalization, people can have more access to many natural resources of the world and it leads to increasing the pace of scientific and economic promotions of the entire world.	3.0	ADU	3	Prompt , Body
491	Some state that automobile is the most convenient transportation, while others assert that alternative forms of transport should be considered in view of environmental pollution.	Alternative forms of transport to alleviate traffic congestion	Some state that automobile is the most convenient transportation, while others assert that alternative forms of transport should be considered in view of environmental pollution.	1.0	Non-ADU	0	Suggestion , Introduction
996	It varies from individual to individual, how they utilize that period.	Is a break good or bad after high school for students	It varies from individual to individual, how they utilize that period.	4.0	ADU	3	Elaboration , Body
2302	In facts, young people will be happy as their parents, grandparents are healthy.	Improved medical care	In facts, young people will be happy as their parents, grandparents are healthy.	3.0	ADU	3	Elaboration , Body
323	They will not need to worry about financial problems or if they will get on well with their roommate.	Some young adults want independence from their parents quickly	They will not need to worry about financial problems or if they will get on well with their roommate.	4.0	ADU	2	Elaboration , Introduction
2596	As a result of the rapid urbanization process, in which rural people must go to urban centers to look for job opportunities, the question of the preservation of old buildings has become more pressing.	Old buildings should be preserved	As a result of the rapid urbanization process, in which rural people must go to urban centers to look for job opportunities, the question of the preservation of old buildings has become more pressing.	2.0	ADU	3	Suggestion , Body
6527	To be precise, the more costly petrol is, the higher the price of necessary product: rice, meat or even vegetable.	Increased taxation on petrol and diesel fuel to discourage private cars?	To be precise, the more costly petrol is, the higher the price of necessary product: rice, meat or even vegetable.	3.0	ADU	3	Prompt , Body
5107	He was often invited to do speech in other universities.	Professors should do more research or teach students?	He was often invited to do speech in other universities.	2.0	ADU	3	Elaboration , Body
1193	Any kinds of sports, such as jogging, swimming, or playing basketball, can effectively facilitate human respiration and circulation system.	The best way to relax is by exercises	Any kinds of sports, such as jogging, swimming, or playing basketball, can effectively facilitate human respiration and circulation system.	2.0	ADU	3	Transition , Body
3662	First, in childhood most people are happier than in adulthood.	School memories	First, in childhood most people are happier than in adulthood.	2.0	ADU	2	Elaboration , Body
1662	I, for one, strongly agree that age should be set as a criterion for people to retire at the aforementioned age due to several reasons that I shall discuss below.	Should people be forced to stop working?	I, for one, strongly agree that age should be set as a criterion for people to retire at the aforementioned age due to several reasons that I shall discuss below.	1.0	ADU	1	Thesis , Introduction
6817	The message is when you always studying harder than others you will get best results.	Children should studying hard or playing sport? Both can improve their future	The message is when you always studying harder than others you will get best results.	2.0	ADU	3	Prompt , Body
324	"Air pollution

Air pollution is an issue threatening the environment in many different ways such as causing holes in the ozone and affecting global heating in the negative way."	Air pollution	"Air pollution

Air pollution is an issue threatening the environment in many different ways such as causing holes in the ozone and affecting global heating in the negative way."	0.0	Non-ADU	0	Transition , Introduction
3475	"Young people move to cities

These days, there are increasing numbers of young people from the countryside moving to cities in search of jobs and educational opportunities."	Young people move to cities	"Young people move to cities

These days, there are increasing numbers of young people from the countryside moving to cities in search of jobs and educational opportunities."	0.0	Non-ADU	0	Transition , Introduction
1362	Thus, the idea that advertising is a positive part of life can be more supported.	Advertising - positive or negative part of our lives	Thus, the idea that advertising is a positive part of life can be more supported.	4.0	ADU	1	Transition , Conclusion
1883	In recent years, the discussion about the agriculture development has become a controversy.	Advanced fertilizers and machine for farmers, good or bad?	In recent years, the discussion about the agriculture development has become a controversy.	1.0	Non-ADU	0	Elaboration , Introduction
6640	"Education plays an important role in the socioeconomic status of a country

Education is undeniably an economic necessity."	Education plays an important role in the socioeconomic status of a country	"Education plays an important role in the socioeconomic status of a country

Education is undeniably an economic necessity."	0.0	Non-ADU	0	Prompt , Introduction
2937	Unfortunately, it may be a predicament when you face some problems in learning without any help.	Study at home by using technology/study or traditional school	Unfortunately, it may be a predicament when you face some problems in learning without any help.	3.0	ADU	3	Elaboration , Body
6249	The misery is so ingrained in their mind that they refuse to change, or more precisely, to accept the existence of such modernity.	Old and young workers	The misery is so ingrained in their mind that they refuse to change, or more precisely, to accept the existence of such modernity.	2.0	ADU	3	Elaboration , Body
6789	I completely agree with the idea that governments should devote a greater portion of their health budgets to health education and means for precautions.	A greater proportion of the budget should be allotted to education and prevention issues	I completely agree with the idea that governments should devote a greater portion of their health budgets to health education and means for precautions.	1.0	ADU	1	Thesis , Introduction
3551	As a result, people understand the culture, and then they adapt to the new country.	Follow the New Customs of the New Country or Not?	As a result, people understand the culture, and then they adapt to the new country.	2.0	ADU	3	Transition , Body
4290	This will address students' interests because it's the assignment that needs real life participation.	How teachers can make the subject interesting to students!	This will address students' interests because it's the assignment that needs real life participation.	3.0	ADU	3	Prompt , Body
2571	Finally, beside all above mentioned items, the study of youngsters shall always been controlled.	Growing violence in films has affected youngsters in a negative way?	Finally, beside all above mentioned items, the study of youngsters shall always been controlled.	4.0	ADU	3	Transition , Body
88	Also it educates us about the world we are living in.	Studies abroad and the cultural aspect of the experience	Also it educates us about the world we are living in.	4.0	ADU	3	Transition , Body
6557	Moreover, the internet again, is an inexhaustible resource of visual aids, such as educational games, sounds or images with which students may absorb abstract concepts taught at school more briskly and thoroughly.	Technology helps student learn more information and learn more quickly?	Moreover, the internet again, is an inexhaustible resource of visual aids, such as educational games, sounds or images with which students may absorb abstract concepts taught at school more briskly and thoroughly.	3.0	ADU	3	Transition , Body
752	It seems that the growing number of natural habitat would be the ultimate solution of saving wild animals worldwide.	Zoos should be built to protect rural animals	It seems that the growing number of natural habitat would be the ultimate solution of saving wild animals worldwide.	3.0	ADU	3	Solution , Body
5214	For example, in Indian sub-continent there are large number of centers opened for getting trained in variety of languages like french, german etc.	Which is better- Learning foreign language in home or host country?	For example, in Indian sub-continent there are large number of centers opened for getting trained in variety of languages like french, german etc.	2.0	ADU	3	Transition , Body
6632	In fact, stringent gun control does not decrease violence and crime because most gun violence is committed with guns obtained illegally.	Gun control and increasing violence	In fact, stringent gun control does not decrease violence and crime because most gun violence is committed with guns obtained illegally.	3.0	ADU	2	Prompt , Introduction
4287	This type of learning method is more fun and eventually the results are good.	How teachers can make the subject interesting to students!	This type of learning method is more fun and eventually the results are good.	2.0	ADU	3	Elaboration , Body
3231	Many people state that zoos are a great asset to animals.	Should animals be free or live in zoos?	Many people state that zoos are a great asset to animals.	1.0	Non-ADU	0	Prompt , Introduction
198	With advanced technology, many things that seemed impossible in the past, have become realities.	Technology inspires children's creativity instead of weakening it	With advanced technology, many things that seemed impossible in the past, have become realities.	1.0	Non-ADU	0	Prompt , Introduction
6061	"Internet will end the era of newspapers and magazines

Digital media has been extremely popular among people around the globe."	Internet will end the era of newspapers and magazines	"Internet will end the era of newspapers and magazines

Digital media has been extremely popular among people around the globe."	0.0	Non-ADU	0	Prompt , Introduction
2949	In the first place, the establishment of a large shopping center will provide the residents a more convenient place to go shopping.	I believe it is a good idea to build a large shopping center in our community	In the first place, the establishment of a large shopping center will provide the residents a more convenient place to go shopping.	2.0	ADU	3	Transition , Body
1891	Moreover, excessively relying on the electronic equipment for harvest causes several impacts to the society.	Advanced fertilizers and machine for farmers, good or bad?	Moreover, excessively relying on the electronic equipment for harvest causes several impacts to the society.	4.0	ADU	2	Transition , Body
73	First of all, students who study outside their countries can get a lot of experience living in a foreign country.	Studies abroad and the cultural aspect of the experience	First of all, students who study outside their countries can get a lot of experience living in a foreign country.	2.0	ADU	2	Transition , Body
2592	To conclude, I want to say that it is very important to be confident of the information, which you use, especially when your conclusion or decision may have a great influence.	Gossip-based information	To conclude, I want to say that it is very important to be confident of the information, which you use, especially when your conclusion or decision may have a great influence.	4.0	ADU	1	Conclusion , Conclusion
5844	It is undoubted that machines can bring many benefits.	Advantages and disadvantages of machines instead of human to do the work	It is undoubted that machines can bring many benefits.	2.0	ADU	2	Prompt , Body
3227	When using public transportation, we have a chance to meet more people and more chances to discovery new aspects of life.	Public transportation keeps society from the depletion of natural resources	When using public transportation, we have a chance to meet more people and more chances to discovery new aspects of life.	4.0	ADU	3	Prompt , Introduction
3250	First of all, my country has a lot of land which is useful for the agriculture.	A university plans to devlope a new research centre in your country	First of all, my country has a lot of land which is useful for the agriculture.	2.0	ADU	3	Elaboration , Body
1195	The latter one is of particular importance because nowadays more and more people are suffer from obesity.	The best way to relax is by exercises	The latter one is of particular importance because nowadays more and more people are suffer from obesity.	2.0	ADU	3	Prompt , Body
3282	With the time, Reading about things or listening to people talking about could become more and more boring.	People learn in different ways and what teaching method do you prefer?	With the time, Reading about things or listening to people talking about could become more and more boring.	4.0	ADU	3	Prompt , Body
3166	Therefore, they should take advantage of life as much possible they can.	Do you think it is good for teenagers to work while schooling?	Therefore, they should take advantage of life as much possible they can.	4.0	ADU	2	Elaboration , Body
3491	Thus, in my point of view, although it will take some time on it, high school students should take a course on basic economics.	Basic economic class can help the students touch the surface of this field	Thus, in my point of view, although it will take some time on it, high school students should take a course on basic economics.	1.0	ADU	2	Elaboration , Introduction
1465	Therefore, farmlands are vital for human life.	Some people think that human needs for farmland, housing and industry are more	Therefore, farmlands are vital for human life.	2.0	ADU	2	Conclusion , Body
1173	In conclusion, addressing pollution and traffic issues only by increasing oil price is not adequate, while improving transportation facilities and building supervisory institution would be preferable, plus with the awareness of environmental protection being raised.	Growing traffic and pollution can be controlled by increasing petrol prices	In conclusion, addressing pollution and traffic issues only by increasing oil price is not adequate, while improving transportation facilities and building supervisory institution would be preferable, plus with the awareness of environmental protection being raised.	4.0	ADU	1	Transition , Conclusion
2627	"Secondly, laws and rules are there for people therefore it is necessary to have a look behind crime for instance ""a women steals feed for her child should be treated same as a women, who steals for her drug addiction""."	Some people believe that there should be fixed punishment for each crime type	"Secondly, laws and rules are there for people therefore it is necessary to have a look behind crime for instance ""a women steals feed for her child should be treated same as a women, who steals for her drug addiction""."	2.0	ADU	3	Transition , Body
5160	To clarify, my younger brother does not know how to spell the words correctly and he talks to his friends with terms that I have never heard of.	Technology designed to make people's lives simpler often make them more complicated	To clarify, my younger brother does not know how to spell the words correctly and he talks to his friends with terms that I have never heard of.	3.0	ADU	3	Elaboration , Body
6269	On other side of the coin, many people believe that usage of machines makes work easier and less time is consumed for doing similar amount of work.	Machines - positive or negative for humans	On other side of the coin, many people believe that usage of machines makes work easier and less time is consumed for doing similar amount of work.	3.0	ADU	3	Transition , Body
4885	This problem should not be happened.	Should teachers be paid according to how much their students learn?	This problem should not be happened.	4.0	ADU	3	Suggestion , Body
3786	These vital factors can decide whether the company can thrive or not.	Businesses had better not employ the workers for the whole of their life	These vital factors can decide whether the company can thrive or not.	2.0	ADU	3	Prompt , Body
4498	In conclusion, given the reasons described above, when the advantages and disadvantages of whether having the knowledge in different fields is better or not are carefully compared.	Whether it is better to have broad knowledge or not	In conclusion, given the reasons described above, when the advantages and disadvantages of whether having the knowledge in different fields is better or not are carefully compared.	5.0	Non-ADU	0	Transition , Conclusion
4209	However, it doesn't mean that children should do it overtime and without being taken care what they are watching.	Should parents limit their children watching TV to make them do well in school?	However, it doesn't mean that children should do it overtime and without being taken care what they are watching.	4.0	ADU	3	Elaboration , Body
6059	Finally, children's future do not depend heavily on the academic subjects they study in school, it is the result of their efforts and capacity.	Schools should only teach children the academic subject	Finally, children's future do not depend heavily on the academic subjects they study in school, it is the result of their efforts and capacity.	3.0	ADU	3	Elaboration , Body
1872	However, scientists prove that every classroom needs trained staff to use these interactive and innovative ways of teaching.	There will be soon no role for teachers in classrooms	However, scientists prove that every classroom needs trained staff to use these interactive and innovative ways of teaching.	2.0	ADU	3	Rebuttal , Body
1345	Nonetheless, I believe that artists know their boundaries very well and would surely do not want their names tarnished just because of their unscrupulous acts.	Artists' freedom to express ideas	Nonetheless, I believe that artists know their boundaries very well and would surely do not want their names tarnished just because of their unscrupulous acts.	4.0	ADU	3	Prompt , Body
5751	Moreover, attending in the school having boys and girls might be beneficial for both to increase their motivation to study better.	Attending boys and girls in a same school would bring many advantages	Moreover, attending in the school having boys and girls might be beneficial for both to increase their motivation to study better.	3.0	ADU	2	Transition , Body
3980	Without their research, there will be less information of our ancestors to be known on the earth.	Should professors doing more research or educating students more?	Without their research, there will be less information of our ancestors to be known on the earth.	4.0	ADU	3	Transition , Body
2412	Computer technology is a growing job in most of the countries, and students are being encouraged to study in this field.	Opinions regarding world culture	Computer technology is a growing job in most of the countries, and students are being encouraged to study in this field.	3.0	ADU	3	Elaboration , Body
2598	Besides that, the preservation is very expensive because all components of old buildings have historical values.	Old buildings should be preserved	Besides that, the preservation is very expensive because all components of old buildings have historical values.	2.0	ADU	3	Transition , Body
3809	Using your imagination and saying what you think freely is another great thing about being a child.	Childhood is the happiest time of a person's life	Using your imagination and saying what you think freely is another great thing about being a child.	4.0	ADU	2	Thesis , Body
208	Second, technology widen children's knowledge.	Technology inspires children's creativity instead of weakening it	Second, technology widen children's knowledge.	3.0	ADU	3	Prompt , Body
1535	For example, if a child is educated to have a hygienic lifestyle at a very young age, he also keeps it when older.	Prevention is better than cure	For example, if a child is educated to have a hygienic lifestyle at a very young age, he also keeps it when older.	2.0	ADU	3	Transition , Body
6714	To some people, it is considered as an arduous and time consuming task.	Is it necessary to teach children handwriting?	To some people, it is considered as an arduous and time consuming task.	1.0	Non-ADU	0	Prompt , Introduction
5566	While critics castigating about the exorbitant use of oil and other insisting to charged drivers with extra fee during the rush hours for their selfish conducts, I hold the contention that no additional payment should be charged on them.	Drivers have to pay a fee for driving in Rush Hour	While critics castigating about the exorbitant use of oil and other insisting to charged drivers with extra fee during the rush hours for their selfish conducts, I hold the contention that no additional payment should be charged on them.	1.0	ADU	1	Elaboration , Introduction
5533	The necessity of governmental financial aid is extremely important.	New building construction hold the right to gain more money from government	The necessity of governmental financial aid is extremely important.	1.0	Non-ADU	0	Elaboration , Introduction
812	To conclude, there are good ways for sports activities to compensate their expenses, but it is very hard for libraries to find a good way for have an income.	Universities should give money to sport activities or libraries	To conclude, there are good ways for sports activities to compensate their expenses, but it is very hard for libraries to find a good way for have an income.	3.0	ADU	2	Transition , Body
6418	However, others argue that it is not essential to control violence in society by the death penalty.	Capital punishment; 51% countries have polished death penalty	However, others argue that it is not essential to control violence in society by the death penalty.	1.0	Non-ADU	0	Rebuttal , Introduction
6266	People opt for elevators instead of climbing one or two flight of stairs.	Machines - positive or negative for humans	People opt for elevators instead of climbing one or two flight of stairs.	2.0	ADU	3	Transition , Body
5987	Having said that the huge sums of modern artists receives related to their struggle in the field of art, while the term of struggle might different with other field of job.	High sum of money of modern artist	Having said that the huge sums of modern artists receives related to their struggle in the field of art, while the term of struggle might different with other field of job.	4.0	ADU	2	Transition , Conclusion
3497	On the other hand, economy is always correlate with politics, students can study specialized knowledge along with some Politian status, which may open their vision toward the nation and don't get limited in the textbooks.	Basic economic class can help the students touch the surface of this field	On the other hand, economy is always correlate with politics, students can study specialized knowledge along with some Politian status, which may open their vision toward the nation and don't get limited in the textbooks.	3.0	ADU	3	Transition , Introduction
3090	More importantly, the accumulation of heavy metal in the silt on the bottom of the rivers behind the dams is extremely difficult and expensive to clean up; leaving problems for the following generations.	Fossil fuels will soon be replaced?	More importantly, the accumulation of heavy metal in the silt on the bottom of the rivers behind the dams is extremely difficult and expensive to clean up; leaving problems for the following generations.	3.0	ADU	3	Elaboration , Body
4015	Due to this phenomenon, someone suggests that we should not expect people to be polite to other.	A man 's manner is a mirror that reflects his virtues	Due to this phenomenon, someone suggests that we should not expect people to be polite to other.	1.0	Non-ADU	0	Suggestion , Introduction
5418	Even if we ignore this result, by the same token, you can get higher position and more money.	More important to work quickly and risk making mistakes	Even if we ignore this result, by the same token, you can get higher position and more money.	4.0	ADU	3	Transition , Body
4024	A successful corporation must have a relationship with respect and pleasure.	A man 's manner is a mirror that reflects his virtues	A successful corporation must have a relationship with respect and pleasure.	3.0	ADU	3	Suggestion , Body
2715	Students also learn from other sources such as experience, libraries and other people.	Attending university classes should be required or optional	Students also learn from other sources such as experience, libraries and other people.	1.0	Non-ADU	0	Transition , Introduction
1934	First of all, some people claim that athletes and singers deserve their current salary because they have an exceptional ability that other people do not own.	Whether athletes and singers are overpaid?	First of all, some people claim that athletes and singers deserve their current salary because they have an exceptional ability that other people do not own.	2.0	ADU	3	Elaboration , Body
4912	Some people may be encouraged to do good things.	Should good people are rewarded and bad people are punished in movies or dramas?	Some people may be encouraged to do good things.	4.0	ADU	3	Prompt , Body
6583	Frequently, adults watch horror video or war movies for relaxing themselves after a busy day.	Large amount of violence in television programs	Frequently, adults watch horror video or war movies for relaxing themselves after a busy day.	3.0	ADU	3	Elaboration , Body
3377	They should not act on suspicion.	Some important characteristics of a co-worker	They should not act on suspicion.	3.0	ADU	3	Elaboration , Body
5464	It's unpleasant to stay at school.	I'm against providing more money to professors	It's unpleasant to stay at school.	2.0	ADU	3	Elaboration , Body
4686	Then, you will motivate yourself to do more.	Which do you prefer: do only what you already do well, or not.	Then, you will motivate yourself to do more.	3.0	ADU	3	Transition , Body
3258	For example, the dates are the most important agriculture product in my country.	A university plans to devlope a new research centre in your country	For example, the dates are the most important agriculture product in my country.	3.0	ADU	3	Elaboration , Body
4704	If parents get the children all they wanted, they would be run out of their money for their essential needs.	Children managing their own money - best way to learn responsibility	If parents get the children all they wanted, they would be run out of their money for their essential needs.	3.0	ADU	3	Elaboration , Body
4423	"Once you are unique enough, you are already on the way to success

Achieving success is everybody's goal for life and there are absolutely many different directions that can lead people to success."	Once you are unique enough, you are already on the way to success	"Once you are unique enough, you are already on the way to success

Achieving success is everybody's goal for life and there are absolutely many different directions that can lead people to success."	0.0	Non-ADU	0	Transition , Introduction
401	"Influence of large factories

Nowadays, whether to establish large factories nearby housing areas has become a controversial issue in our society."	Influence of large factories	"Influence of large factories

Nowadays, whether to establish large factories nearby housing areas has become a controversial issue in our society."	0.0	Non-ADU	0	Prompt , Introduction
676	In this essay, I would start by analyzing the factors for higher yields and finish by stating my position on this.	Paying more money is the only motivation to make employees work harder	In this essay, I would start by analyzing the factors for higher yields and finish by stating my position on this.	1.0	Non-ADU	0	Elaboration , Introduction
743	To begin with, it is the right of wild species to live in a environment away from human beings.	Zoos should be built to protect rural animals	To begin with, it is the right of wild species to live in a environment away from human beings.	2.0	ADU	3	Transition , Body
41	Without this support and profit from tourism, many traditional cultures would disappear due to its low income works.	International tourism is now more common than ever before	Without this support and profit from tourism, many traditional cultures would disappear due to its low income works.	3.0	ADU	3	Prompt , Body
6541	Therefore, a society that its police force carries guns will be definitely seen as a highly violent one.	Police force carries guns - significant impact for level of violence	Therefore, a society that its police force carries guns will be definitely seen as a highly violent one.	2.0	ADU	2	Conclusion , Body
3400	For example, a friend of mine, who had severe financial constraints, had the habit of buying lottery tickets thinking that one day he would win a lottery.	Luck vs hard work	For example, a friend of mine, who had severe financial constraints, had the habit of buying lottery tickets thinking that one day he would win a lottery.	3.0	ADU	3	Elaboration , Body
2191	However, it is controversial whether the help should go to the people who need it most or the citizens of the country where the charity organisations are located.	International aid	However, it is controversial whether the help should go to the people who need it most or the citizens of the country where the charity organisations are located.	1.0	Non-ADU	0	Rebuttal , Introduction
763	They further point out that traditional teaching approaches involving discussion and cooperation among students play a significant role in campus life.	Distance-learning vs. attending school in person	They further point out that traditional teaching approaches involving discussion and cooperation among students play a significant role in campus life.	3.0	ADU	3	Elaboration , Body
5635	They show the history of nations and previous generations who lived in the city.	Replacing old buildings is important for any city but it should not affect historic houses	They show the history of nations and previous generations who lived in the city.	2.0	ADU	3	Elaboration , Body
5403	To begin with, if persons work rapidly, they will have more chance to study.	More important to work quickly and risk making mistakes	To begin with, if persons work rapidly, they will have more chance to study.	2.0	ADU	2	Elaboration , Body
3751	Unlike a professional, parents always support children and give them much social skill so they can communicate well with others and have good habit in life.	Are parents best teachers?	Unlike a professional, parents always support children and give them much social skill so they can communicate well with others and have good habit in life.	4.0	ADU	3	Elaboration , Body
